,Actual_Close,Predicted_Close
2020-12-31,198.98245239257807,
2021-01-04,194.674057006836,
2021-01-05,195.6580810546875,
2021-01-06,190.4987030029297,
2021-01-07,192.8124542236328,
2021-01-08,196.9789581298828,
2021-01-11,190.5252685546875,
2021-01-12,190.5164337158203,
2021-01-13,191.89048767089844,
2021-01-14,190.5873413085937,
2021-01-15,194.9311370849609,
2021-01-19,192.2628173828125,
2021-01-20,197.4931030273437,
2021-01-21,196.9789581298828,
2021-01-22,198.5037078857422,
2021-01-25,201.68624877929688,
2021-01-26,205.92367553710932,
2021-01-27,203.06033325195312,
2021-01-28,202.39547729492188,
2021-01-29,201.55325317382807,
2021-02-01,208.8313751220703,
2021-02-02,209.3455352783203,
2021-02-03,205.94140625,
2021-02-04,205.8438873291016,
2021-02-05,206.5442352294922,
2021-02-08,206.36691284179688,
2021-02-09,205.3651733398437,
2021-02-10,205.3651733398437,
2021-02-11,201.9610595703125,
2021-02-12,201.4026031494141,
2021-02-16,199.44342041015625,
2021-02-17,200.62245178222656,
2021-02-18,202.35110473632807,
2021-02-19,200.67562866210932,
2021-02-22,199.52322387695312,
2021-02-23,197.8388519287109,
2021-02-24,199.2660980224609,
2021-02-25,199.2395172119141,
2021-02-26,191.5979461669922,
2021-03-01,189.5058441162109,
2021-03-02,185.1088104248047,
2021-03-03,179.8784637451172,
2021-03-04,178.35372924804688,
2021-03-05,177.29879760742188,
2021-03-08,176.11085510253906,
2021-03-09,179.6923065185547,
2021-03-10,181.21710205078125,
2021-03-11,189.62109375,
2021-03-12,190.7734832763672,
2021-03-15,193.6900634765625,
2021-03-16,197.5463104248047,
2021-03-17,197.8388519287109,
2021-03-18,197.2537841796875,
2021-03-19,196.67758178710932,
2021-03-22,200.1969451904297,
2021-03-23,203.76063537597656,
2021-03-24,201.2341461181641,
2021-03-25,201.4291534423828,
2021-03-26,211.7124786376953,
2021-03-29,214.3808441162109,
2021-03-30,210.23204040527344,
2021-03-31,211.9252777099609,
2021-04-01,212.8117218017578,
2021-04-05,216.9694061279297,
2021-04-06,215.9322204589844,
2021-04-07,216.93392944335932,
2021-04-08,213.74256896972656,
2021-04-09,213.1042633056641,
2021-04-12,215.19834899902344,
2021-04-13,216.54391479492188,
2021-04-14,215.35874938964844,
2021-04-15,220.24191284179688,
2021-04-16,221.5429077148437,
2021-04-19,221.4716186523437,
2021-04-20,225.15182495117188,
2021-04-21,224.71519470214844,
2021-04-22,224.1448974609375,
2021-04-23,226.37258911132807,
2021-04-26,225.4369964599609,
2021-04-27,224.991439819336,
2021-04-28,224.51026916503903,
2021-04-29,223.137939453125,
2021-04-30,227.0231170654297,
2021-05-03,224.92904663085932,
2021-05-04,221.7745819091797,
2021-05-05,221.5250701904297,
2021-05-06,217.4438934326172,
2021-05-07,220.5359649658203,
2021-05-10,221.5429077148437,
2021-05-11,220.384506225586,
2021-05-12,215.60826110839844,
2021-05-13,217.4261016845703,
2021-05-14,219.885498046875,
2021-05-17,219.11021423339844,
2021-05-18,219.5201568603516,
2021-05-19,219.243896484375,
2021-05-20,223.5033264160156,
2021-05-21,222.72805786132807,
2021-05-24,225.24981689453125,
2021-05-25,225.7755889892578,
2021-05-26,226.74688720703125,
2021-05-27,226.4350128173828,
2021-05-28,227.6379852294922,
2021-06-01,230.40928649902344,
2021-06-02,234.2944183349609,
2021-06-03,234.668685913086,
2021-06-04,236.3885040283203,
2021-06-07,239.3736572265625,
2021-06-08,237.04788208007807,
2021-06-09,237.93006896972656,
2021-06-10,241.3251800537109,
2021-06-11,239.1241149902344,
2021-06-14,241.4320678710937,
2021-06-15,241.0132293701172,
2021-06-16,237.50233459472656,
2021-06-17,241.3075714111328,
2021-06-18,238.11119079589844,
2021-06-21,239.7228240966797,
2021-06-22,238.71104431152344,
2021-06-23,236.5711669921875,
2021-06-24,236.5084686279297,
2021-06-25,238.6483917236328,
2021-06-28,243.3490295410156,
2021-06-29,244.2444305419922,
2021-06-30,241.8717041015625,
2021-07-01,242.04180908203125,
2021-07-02,244.31597900390625,
2021-07-06,246.87673950195312,
2021-07-07,249.06138610839844,
2021-07-08,248.837646484375,
2021-07-09,249.3121032714844,
2021-07-12,250.69097900390625,
2021-07-13,249.3837432861328,
2021-07-14,251.92654418945312,
2021-07-15,251.84597778320312,
2021-07-16,252.9025115966797,
2021-07-19,251.49676513671875,
2021-07-20,253.3860015869141,
2021-07-21,250.93272399902344,
2021-07-22,252.1324615478516,
2021-07-23,255.4094390869141,
2021-07-26,254.82748413085932,
2021-07-27,256.8599548339844,
2021-07-28,255.1588287353516,
2021-07-29,253.3860015869141,
2021-07-30,253.20689392089844,
2021-08-02,253.94110107421875,
2021-08-03,254.59469604492188,
2021-08-04,255.0602264404297,
2021-08-05,253.17111206054688,
2021-08-06,252.5980529785156,
2021-08-09,250.75363159179688,
2021-08-10,246.49169921875,
2021-08-11,248.2107696533203,
2021-08-12,250.74462890625,
2021-08-13,253.3143310546875,
2021-08-16,253.5650177001953,
2021-08-17,256.5466003417969,
2021-08-18,253.7261657714844,
2021-08-19,258.8834228515625,
2021-08-20,260.3876342773437,
2021-08-23,258.3193664550781,
2021-08-24,254.8185272216797,
2021-08-25,253.29640197753903,
2021-08-26,253.54714965820312,
2021-08-27,255.6243896484375,
2021-08-30,261.1576232910156,
2021-08-31,261.5964660644531,
2021-09-01,266.7804870605469,
2021-09-02,269.40386962890625,
2021-09-03,270.4067077636719,
2021-09-07,267.9085998535156,
2021-09-08,271.8482360839844,
2021-09-09,265.759765625,
2021-09-10,263.1274719238281,
2021-09-13,263.7810363769531,
2021-09-14,265.3837280273437,
2021-09-15,266.1537475585937,
2021-09-16,266.0463256835937,
2021-09-17,263.0110778808594,
2021-09-20,260.7189025878906,
2021-09-21,261.3277893066406,
2021-09-22,262.8319396972656,
2021-09-23,257.8627319335937,
2021-09-24,252.6517944335937,
2021-09-27,246.56198120117188,
2021-09-28,241.7494506835937,
2021-09-29,242.88287353515625,
2021-09-30,238.74497985839844,
2021-10-01,239.8243865966797,
2021-10-04,238.5830993652344,
2021-10-05,237.9713897705078,
2021-10-06,241.03878784179688,
2021-10-07,239.3746795654297,
2021-10-08,235.74951171875,
2021-10-11,235.3177795410156,
2021-10-12,237.9713897705078,
2021-10-13,237.63853454589844,
2021-10-14,240.95782470703125,
2021-10-15,242.27114868164065,
2021-10-18,241.0747833251953,
2021-10-19,245.48248291015625,
2021-10-20,248.3070526123047,
2021-10-21,251.0056610107422,
2021-10-22,255.8720703125,
2021-10-25,255.98904418945312,
2021-10-26,258.1119689941406,
2021-10-27,256.7446594238281,
2021-10-28,257.2753295898437,
2021-10-29,253.64129638671875,
2021-11-01,253.75819396972656,
2021-11-02,254.25294494628903,
2021-11-03,252.4089508056641,
2021-11-04,250.92465209960932,
2021-11-05,249.91717529296875,
2021-11-08,250.7538146972656,
2021-11-09,251.79725646972656,
2021-11-10,248.16311645507807,
2021-11-11,245.10470581054688,
2021-11-12,244.7628936767578,
2021-11-15,234.32830810546875,
2021-11-16,233.0149688720703,
2021-11-17,231.6566772460937,
2021-11-18,232.9430084228516,
2021-11-19,234.76007080078125,
2021-11-22,231.74664306640625,
2021-11-23,235.67758178710932,
2021-11-24,238.80796813964844,
2021-11-26,236.46017456054688,
2021-11-29,240.1212921142578,
2021-11-30,236.109375,
2021-12-01,232.93405151367188,
2021-12-02,239.4916076660156,
2021-12-03,240.1392822265625,
2021-12-06,242.48703002929688,
2021-12-07,248.9996795654297,
2021-12-08,248.13607788085932,
2021-12-09,243.82733154296875,
2021-12-10,245.1857452392578,
2021-12-13,248.2890625,
2021-12-14,245.9412841796875,
2021-12-15,246.78680419921875,
2021-12-16,251.39242553710932,
2021-12-17,250.8436737060547,
2021-12-20,250.4839324951172,
2021-12-21,249.9351959228516,
2021-12-22,252.9935607910156,
2021-12-23,251.98110961914065,
2021-12-27,258.3272399902344,
2021-12-28,260.7950744628906,
2021-12-29,261.14764404296875,
2021-12-30,263.1907958984375,
2021-12-31,264.420166015625,
2022-01-03,258.8876647949219,
2022-01-04,255.62420654296875,
2022-01-05,239.1714782714844,
2022-01-06,239.46078491210932,
2022-01-07,240.9884490966797,
2022-01-10,239.0268096923828,
2022-01-11,235.48309326171875,
2022-01-12,234.4887084960937,
2022-01-13,230.9179229736328,
2022-01-14,226.56060791015625,
2022-01-18,226.2080535888672,
2022-01-19,225.0961456298828,
2022-01-20,222.3299102783203,
2022-01-21,221.26318359375,
2022-01-24,224.5537567138672,
2022-01-25,226.47927856445312,
2022-01-26,219.3105316162109,
2022-01-27,213.7328643798828,
2022-01-28,223.08023071289065,
2022-01-31,227.35614013671875,
2022-02-01,226.1357269287109,
2022-02-02,228.1155242919922,
2022-02-03,226.6329345703125,
2022-02-04,222.77284240722656,
2022-02-07,222.6191864013672,
2022-02-08,221.76942443847656,
2022-02-09,225.9006805419922,
2022-02-10,219.22918701171875,
2022-02-11,214.15773010253903,
2022-02-14,211.7982482910156,
2022-02-15,210.9846954345703,
2022-02-16,210.02647399902344,
2022-02-17,206.7178192138672,
2022-02-18,206.5099029541016,
2022-02-22,206.4466094970703,
2022-02-23,205.61492919921875,
2022-02-24,209.5021514892578,
2022-02-25,211.2287750244141,
2022-02-28,205.0905914306641,
2022-03-01,206.6093597412109,
2022-03-02,208.8241424560547,
2022-03-03,212.65708923339844,
2022-03-04,215.4052581787109,
2022-03-07,209.7462310791016,
2022-03-08,206.0850067138672,
2022-03-09,210.7315673828125,
2022-03-10,210.4513397216797,
2022-03-11,212.2954864501953,
2022-03-14,212.3768615722656,
2022-03-15,213.53396606445312,
2022-03-16,216.6256561279297,
2022-03-17,221.60671997070312,
2022-03-18,219.2472686767578,
2022-03-21,218.44268798828125,
2022-03-22,216.661849975586,
2022-03-23,211.5361175537109,
2022-03-24,212.88311767578125,
2022-03-25,217.5839080810547,
2022-03-28,221.5072784423828,
2022-03-29,226.49734497070312,
2022-03-30,226.7866058349609,
2022-03-31,227.1030120849609,
2022-04-01,232.2829742431641,
2022-04-04,233.07847595214844,
2022-04-05,237.67984008789065,
2022-04-06,242.8326568603516,
2022-04-07,240.22010803222656,
2022-04-08,240.83480834960932,
2022-04-11,238.03240966796875,
2022-04-12,233.73361206054688,
2022-04-13,233.7154235839844,
2022-04-14,232.2431182861328,
2022-04-18,230.76173400878903,
2022-04-19,235.1786651611328,
2022-04-20,243.19454956054688,
2022-04-21,242.43115234375,
2022-04-22,238.02328491210932,
