Date,Close,High,Low,Open,Volume
2009-08-06,1.146604299545288,1.1983361041192666,1.102667645167367,1.169281230673002,241978000
2009-08-07,1.1643205881118774,1.187706206108539,1.1359744049591458,1.1444782430093074,24543000
2009-08-10,1.1317224502563477,1.1784936865208382,1.1062108514796638,1.1784936865208382,24210000
2009-08-11,1.1104629039764404,1.133848524029464,1.0984157074945546,1.1324312316428589,23054000
2009-08-12,1.1338484287261963,1.1480215203575517,1.1097541222659182,1.1444782474497128,14513000
2009-08-13,1.1728248596191406,1.1848720594941333,1.133848843379229,1.133848843379229,11506000
2009-08-14,1.1763675212860107,1.2047137846334057,1.151564614775532,1.169280976568731,6378000
2009-08-17,1.1494390964508057,1.1600689177990957,1.1480218038333623,1.1529823702335689,2544000
2009-08-18,1.2096750736236572,1.2188876041699939,1.1586518535142014,1.167864384060538,14467000
2009-08-19,1.2677847146987915,1.2713279888220876,1.1905412036456269,1.193375873631255,20708000
2009-08-20,1.258571982383728,1.272036388092421,1.2252651434063102,1.272036388092421,18821000
2009-08-21,1.2628237009048462,1.2734536047022011,1.2458160237856672,1.2606978046236696,8636000
2009-08-24,1.2401467561721802,1.2649496676417016,1.225973663903882,1.2415640485033512,10216000
2009-08-25,1.264949917793274,1.2684931915610524,1.2436902751866028,1.2507768227221598,5308000
2009-08-26,1.264949917793274,1.264949917793274,1.2153440850443746,1.2536114924233688,7086000
2009-08-27,1.286917805671692,1.2904610782190058,1.2436898468031485,1.2649494820870326,11611000
2009-08-28,1.3088864088058472,1.3464451227247511,1.2755795721648593,1.2826661187730184,12950000
2009-08-31,1.289752721786499,1.3039258146943236,1.2621151399292627,1.3003825414673675,10048000
2009-09-01,1.264949917793274,1.3067605989400466,1.2004623014283808,1.2932961924138122,13835000
2009-09-02,1.2529023885726929,1.2932957637186229,1.2387292981996036,1.258571641617585,12934000
2009-09-03,1.2366036176681519,1.2734537291582666,1.2047141565943775,1.2734537291582666,36577000
2009-09-04,1.258571982383728,1.2755796616450565,1.2394382376168522,1.257863293881879,11586000
2009-09-08,1.2543199062347412,1.2706189799899414,1.2366035400830664,1.2585718679024622,5749000
2009-09-09,1.2231392860412598,1.264949968876498,1.2203047007038903,1.264949968876498,5512000
2009-09-10,1.2082574367523193,1.2373123130165433,1.201170889807709,1.2054227672874933,4152000
2009-09-11,1.1962107419967651,1.2281003011254128,1.1721165060523118,1.2047146694861852,6203000
2009-09-14,1.1799111366271973,1.1976275880485807,1.1558169113759258,1.1792025326364546,16145000
2009-09-15,1.217469334602356,1.2295164412778263,1.1784932620998771,1.2224298980006956,19869000
2009-09-16,1.2458161115646362,1.2578632240794068,1.212509274435511,1.2330603105873437,20211000
2009-09-17,1.1792023181915283,1.2684928251379761,1.1714070843628612,1.2514851497568842,14464000
2009-09-18,1.1480218172073364,1.206131575504258,1.1466045245733822,1.1742420266095774,8999000
2009-09-21,1.1770765781402588,1.1784938706318722,1.1246360801241415,1.1536909563545783,5530000
2009-09-22,1.2224301099777222,1.2309339464892457,1.191957951706345,1.20187908022341,11141000
2009-09-23,1.2330602407455444,1.260697822043974,1.2259736944349158,1.2486506257332686,5303000
2009-09-24,1.239438533782959,1.2649501432493024,1.186998021986214,1.2281001063921704,7788000
2009-09-25,1.2139267921447754,1.2387297085133375,1.2118008109889509,1.2387297085133375,4685000
2009-09-28,1.2507766485214233,1.2649497416185933,1.206839992337558,1.2273910280154334,2336000
2009-09-29,1.20684015750885,1.2642413106780777,1.2011709870767235,1.2436902721875336,3567000
2009-09-30,1.2096750736236572,1.2281001347163305,1.2018798359740661,1.2047145062458844,5126000
