Date,Close,High,Low,Open,Volume
1998-02-27,13.04276180267334,13.511925896294683,13.04276180267334,13.04276180267334,50000
1998-03-02,12.948931694030762,12.948931694030762,12.761266017305678,12.948931694030762,75000
1998-03-03,12.855100631713867,12.855100631713865,12.57360207773473,12.855100631713865,35000
1998-03-04,11.822938919067383,11.822938919067383,11.635273221939329,11.822938919067383,60000
1998-03-05,12.104438781738281,12.104438781738281,12.104438781738281,12.104438781738281,400
1998-03-06,12.104438781738281,12.29210449928461,12.104438781738281,12.104438781738281,3600
1998-03-09,11.91677188873291,12.38593613632082,11.91677188873291,12.104437587768075,3200
1998-03-10,12.198269844055176,12.667434068826529,11.916771309192363,11.916771309192363,56800
1998-03-11,12.198269844055176,12.385935533963716,12.104436999100905,12.198269844055176,10400
1998-03-12,12.29210376739502,12.29210376739502,12.104438061022575,12.198270914208797,3800
1998-03-13,12.38593578338623,12.38593578338623,12.38593578338623,12.38593578338623,1000
1998-03-16,12.104438781738281,12.385937358057776,12.104438781738281,12.385937358057776,7700
1998-03-17,11.91677188873291,12.104437587768075,11.822939039215328,12.104437587768075,28000
1998-03-18,12.104438781738281,12.104438781738281,11.822940205418785,11.91677306419195,45700
1998-03-19,12.855100631713867,13.042766334366624,12.010604969776459,12.104437821102838,383600
1998-03-20,13.324261665344238,13.324261665344238,12.9489303508275,12.9489303508275,275600
1998-03-23,14.16876220703125,14.262595069329471,13.042767859452608,13.324266446347268,398600
1998-03-24,14.825593948364258,14.91942682145517,14.168763836727866,14.168763836727866,261800
1998-03-25,14.919425010681152,15.107090734085947,14.63792642557396,14.825592148978755,135600
1998-03-26,14.731759071350098,14.919424792004238,14.450260490368885,14.919424792004238,26300
1998-03-27,14.4502592086792,14.825590616696841,13.793429244648326,14.73175776469243,62200
1998-03-30,14.919425010681152,14.919425010681152,14.450260702169167,14.450260702169167,49500
1998-03-31,15.107088088989258,15.200920934262482,14.919422398442807,14.919422398442807,79000
1998-04-01,15.388586044311523,15.482418886045132,15.013254677377097,15.107087519110705,150100
1998-04-02,17.45290756225586,17.546740398612073,16.326913525981286,16.326913525981286,140500
1998-04-03,18.57890510559082,19.611066500345864,16.32691660794345,17.452910856767133,458700
1998-04-06,18.015899658203125,19.51722462972005,17.26523717244466,18.578896522521973,105300
1998-04-07,16.60841178894043,18.01590431342691,16.60841178894043,18.01590431342691,152800
1998-04-08,16.88991355895996,17.265244971381293,15.763919321695962,16.608414999643962,45100
1998-04-09,17.265241622924805,17.265241622924805,16.702244613481604,16.889910283296004,151400
1998-04-13,16.983741760253906,17.452905897277493,16.79607610544447,17.26524024246806,85900
1998-04-14,17.077577590942383,17.265243278754937,16.88991190312983,16.983744747036106,322900
1998-04-15,16.32691192626953,17.17140737073175,16.139246271944593,17.07757454356928,23100
1998-04-16,15.951581001281738,16.326912318958957,15.670082513023827,16.326912318958957,55400
1998-04-17,16.233078002929688,16.233078002929688,15.763913898798771,15.951579540451137,15100
1998-04-20,16.60841178894043,16.60841178894043,15.951581944180074,16.23308044907737,92900
1998-04-21,16.60841178894043,16.60841178894043,16.326913284043133,16.60841178894043,23100
1998-04-22,17.265241622924805,17.734405797460806,16.608411778574403,16.608411778574403,60900
1998-04-23,17.640575408935547,17.640575408935547,17.265244017256066,17.265244017256066,242300
1998-04-24,16.51457977294922,17.734406687996604,16.51457977294922,17.640573848377574,100900
1998-04-27,15.670085906982422,16.889912953633747,14.919423109043144,16.514581554664108,52200
1998-04-28,16.139251708984375,16.420750285303868,15.576254556345384,15.67008741511855,29100
1998-04-29,16.88991355895996,16.88991355895996,15.763919321695962,16.139250734117294,101300
1998-04-30,17.265241622924805,17.452907292739205,16.796077448388804,16.889910283296004,116300
1998-05-01,16.60841178894043,17.359074468666552,16.514578953974663,17.265241633700786,61000
1998-05-04,16.233078002929688,16.702242107060602,15.951579540451137,16.60840928623442,58400
1998-05-05,15.951581001281738,16.326912318958957,15.576249683604521,16.23307948953965,44000
1998-05-06,16.51457977294922,16.51457977294922,15.670084216377951,15.951582735235041,47300
1998-05-07,16.04542350769043,16.608420823749743,16.04542350769043,16.514587937739858,230900
1998-05-08,16.983741760253906,17.077574587658624,16.32691196842088,16.32691196842088,320700
