date,calendarYear,period,revenue,grossProfit,netIncome,operatingIncome,eps,epsdiluted,researchAndDevelopmentExpenses,operatingExpenses,grossProfitRatio,operatingIncomeRatio,netIncomeRatio,weightedAverageShsOutDil,Close,High,Low,Open,Volume,days_since_financial_update,price_change_pct,price_change,MA_5,MA_10,MA_20,MA_50,MA_200,RSI,returns,volatility_5d,volatility_10d,volatility_20d,PE_ratio,volume_change,volume_ma_5,momentum_5d,momentum_10d,momentum_20d,market_cap,price_to_sales
2020-12-31,2020.0,FY,11443000000.0,4647000000.0,636000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,17.74658203125,17.827822880849308,17.511886434820347,17.656314229282422,2653800.0,0,-2.4414895446416285,-0.43328094482421875,17.89642906188965,18.59329319000244,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,-0.024414895446416285,0.06128037157351165,0.06775425389305112,0.08747882865203659,13.651216947115385,0.6347878513829226,3977480.0,0.06765008082267165,0.09409983749484097,0.03611408464025323,8715177275.126953,0.7616164707792495
2021-01-04,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,17.31330108642578,17.809771484602162,17.290734563184195,17.728530623560157,4338400.0,4,-2.4414895446416285,-0.43328094482421875,17.89642906188965,18.59329319000244,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,-0.024414895446416285,0.06128037157351165,0.06775425389305112,0.08747882865203659,13.317923912635216,0.6347878513829226,3977480.0,0.06765008082267165,0.09409983749484097,0.03611408464025323,8502397133.157745,0.7430216842749057
2021-01-05,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,17.891014099121094,18.09862888803636,17.26816801065977,17.295248874233057,4014400.0,5,3.3368160688215465,0.5777130126953125,17.89642906188965,18.59329319000244,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,0.033368160688215465,0.06128037157351165,0.06775425389305112,0.08747882865203659,13.762318537785456,-0.07468191038170757,3977480.0,0.06765008082267165,0.09409983749484097,0.03611408464025323,8786106486.931976,0.7678149512306193
2021-01-06,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,18.31527137756348,18.865901800498083,18.062521829489672,18.062521829489672,5533600.0,6,2.371342820993183,0.42425727844238637,17.89642906188965,18.59329319000244,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,0.02371342820993183,0.06128037157351165,0.06775425389305112,0.08747882865203659,14.088670290433445,0.3784376245516141,3977480.0,0.06765008082267165,0.09409983749484097,0.03611408464025323,8994455192.354654,0.7860224759551389
2021-01-07,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,18.21597671508789,18.6041271327345,18.16181671221396,18.324296720835743,3347200.0,7,-0.5421413662329178,-0.09929466247558949,17.89642906188965,18.59329319000244,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,-0.0054214136623291775,0.06128037157351165,0.06775425389305112,0.08747882865203659,14.012289780836838,-0.395113488506578,3977480.0,0.06765008082267165,0.09409983749484097,0.03611408464025323,8945692530.089615,0.7817611229650978
2021-01-08,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,18.947139739990234,19.01032668682461,18.3062415972814,18.324293780866096,4281800.0,8,4.013855728618365,0.7311630249023438,18.136540603637695,18.59329319000244,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,0.04013855728618365,0.06128037157351165,0.06775425389305112,0.08747882865203659,14.574722876915564,0.27921845124282973,4303080.0,0.06765008082267165,0.09409983749484097,0.03611408464025323,9304759722.173203,0.8131398865833438
2021-01-11,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,19.1096248626709,19.19989268360257,18.55899270453161,18.72147443786553,4897000.0,11,0.8575707199631744,0.16248512268066406,18.49580535888672,18.59329319000244,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,0.008575707199631744,0.04145469600033184,0.06775425389305112,0.08747882865203659,14.699711432823767,0.1436778924751272,4414800.0,0.10375397316075663,0.09409983749484097,0.03611408464025323,9384554617.113487,0.8201131361630243
2021-01-12,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,19.4616641998291,19.60609200036209,19.136702509487485,19.190862504258558,3927400.0,12,1.8422095655361792,0.3520393371582031,18.80993537902832,18.59329319000244,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,0.018422095655361792,0.03801540981131418,0.06775425389305112,0.08747882865203659,14.970510922945461,-0.19799877476005723,4397400.0,0.08778988669989185,0.09409983749484097,0.03611408464025323,9557437779.952919,0.8352213388056383
2021-01-13,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,19.67830848693848,19.84079021432177,19.371398940040127,19.45263980373177,3054200.0,13,1.1131847969675812,0.21664428710937855,19.08254280090332,18.59329319000244,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,0.011131847969675812,0.03734967898721371,0.06775425389305112,0.08747882865203659,15.137160374568062,-0.22233538727911595,3901520.0,0.07442079788371281,0.09409983749484097,0.03611408464025323,9663829724.29899,0.8445188957702517
2021-01-14,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,19.25404930114746,19.768573551735347,19.231482780312323,19.74149441541925,4129800.0,14,-2.1559738535078976,-0.4242591857910192,19.290157318115234,18.59329319000244,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,-0.021559738535078976,0.04961842404693303,0.06775425389305112,0.08747882865203659,14.810807154728815,0.3521707812193047,4058040.0,0.05698692978673803,0.09409983749484097,0.03611408464025323,9455480082.19558,0.8263112891895115
2021-01-15,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,19.41653251647949,19.57901423387757,19.166491245188343,19.21794470727924,4013300.0,15,0.8438911357848466,0.1624832153320277,19.384035873413087,18.76028823852539,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,0.008438911357848466,0.03441990158487428,0.06775425389305112,0.08747882865203659,14.93579424344576,-0.028209598527773716,4004340.0,0.02477380665001072,0.09409983749484097,0.03611408464025323,9535274040.45513,0.8332844569129713
2021-01-19,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,19.59706687927246,19.750521646895947,19.41653297259006,19.5519338330307,3681900.0,19,0.92979713365271,0.1805343627929723,19.4815242767334,18.988664817810058,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,0.0092979713365271,0.03452107496558669,0.05662076718200783,0.08747882865203659,15.074666830209585,-0.08257543667306211,3761320.0,0.025507670616482958,0.1319081659497754,0.03611408464025323,9623932745.169212,0.8410323119085216
2021-01-20,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,19.335294723510746,19.696364307358888,19.23599994230916,19.597069526157306,4582300.0,20,-1.335772120258405,-0.2617721557617152,19.456250381469726,19.133092880249023,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,-0.01335772120258405,0.03386589641228732,0.056866923696366034,0.08747882865203659,14.873303633469805,0.24454765202748585,3892300.0,-0.006493251297567171,0.08072659360659729,0.03611408464025323,9495378934.686823,0.8297980367636828
2021-01-21,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,19.1276798248291,19.37140071653962,18.92006330873526,19.290161567113163,4557000.0,21,-1.0737612312120337,-0.20761489868164418,19.34612464904785,19.214333724975585,18.736367797851564,18.511691131591796,16.880572357177734,66.31137662501487,-0.010737612312120337,0.030828756788426302,0.05668320159305425,0.08747882865203659,14.713599865253155,-0.00552124478973437,4192860.0,-0.027981503718922718,0.044356888332041544,0.03611408464025323,9393421236.929482,0.8208879871475558
2021-01-22,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,19.263080596923828,19.33980712940527,18.76661013975473,19.001304075413003,3934800.0,22,0.7078787042376522,0.13540077209472656,19.347930908203125,19.31904411315918,18.736367797851564,18.511691131591796,16.880572357177734,67.35544297873375,0.007078787042376522,0.025034925077494826,0.05562229259801323,0.08747882865203659,14.817754305326021,-0.13653719552337062,4153860.0,0.00046905955392095855,0.057482719604524224,0.03611408464025323,9459915265.465042,0.8266988783942185
2021-01-25,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,18.820770263671875,19.42556245944459,18.811743308903257,19.16378593630143,4918000.0,25,-2.296155752588125,-0.4423103332519531,19.228778457641603,19.306407165527343,18.736367797851564,18.511691131591796,16.880572357177734,60.73379783361054,-0.02296155752588125,0.03100938460458847,0.047459634689960985,0.08747882865203659,14.477515587439903,0.24987292873843647,4334800.0,-0.030683246470602832,-0.006669580636049277,0.03611408464025323,9242700876.907104,0.8077165845413882
2021-01-26,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,18.775632858276367,18.90200848560889,18.667312859666016,18.820767625793454,3955200.0,26,-0.23982762003440516,-0.04513740539550781,19.06449165344238,19.273007965087892,18.736367797851564,18.511691131591796,16.880572357177734,60.084639176799044,-0.0023982762003440516,0.025437855473774307,0.046366822499276025,0.08747882865203659,14.442794506366436,-0.19577063847092313,4389460.0,-0.041916171744298736,-0.01747768503017333,0.03611408464025323,9220534327.367119,0.8057794570800593
2021-01-27,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,18.21597671508789,18.865901914721352,18.21597671508789,18.549965408145127,5036100.0,27,-2.980757812069057,-0.5596561431884766,18.84062805175781,19.14843921661377,18.736367797851564,18.511691131591796,16.880572357177734,52.58029416622404,-0.02980757812069057,0.03344355086679985,0.04819915355450648,0.08747882865203659,14.012289780836838,0.27328580097087385,4480220.0,-0.05788988605701573,-0.0640072437768271,0.03611408464025323,8945692530.089615,0.7817611229650978
2021-01-28,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,18.21597671508789,18.48677845117297,17.854907159735966,18.19792280689143,3319200.0,28,0.0,0.0,18.65828742980957,19.00220603942871,18.736367797851564,18.511691131591796,16.880572357177734,52.58029416622404,0.0,0.03551553577382593,0.04484661597239888,0.08747882865203659,14.012289780836838,-0.34091856793947695,4232660.0,-0.047664072072021724,-0.07431186338100226,0.03611408464025323,8945692530.089615,0.7817611229650978
2021-01-29,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,18.026412963867188,18.486777262995773,18.026412963867188,18.10765382381431,3904200.0,29,-1.0406455508020662,-0.18956375122070312,18.41095390319824,18.879442405700683,18.736367797851564,18.511691131591796,16.880572357177734,50.121205281567455,-0.010406455508020662,0.028934937066468897,0.04230411837229851,0.08747882865203659,13.866471510667067,0.17624728850325377,4226540.0,-0.06419885058541086,-0.06375990411570787,0.03611408464025323,8852599578.786804,0.7736257606210613
2021-02-01,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,18.38748359680176,18.54996358949389,17.981279310783236,18.07154712120016,3389100.0,32,2.0030087719521195,0.36107063293457387,18.32429656982422,18.77653751373291,18.76841287612915,18.511691131591796,16.880572357177734,54.48741208952109,0.020030087719521195,0.040338424940828274,0.04804597316622625,0.08747882865203659,14.144218151385969,-0.13193483940371908,3920760.0,-0.023021728696537402,-0.05299859379136507,0.03611408464025323,9029917924.8957,0.7891215524683824
2021-02-02,2021.0,,11443000000.0,4647000000.0,624000000.0,1519000000.0,1.3,1.3,0.0,2772000000.0,0.406099799,0.1327449096,0.0555798305,491090468.0,18.793685913085938,19.05997500335826,18.47774944165373,18.5680172508794,4558200.0,33,2.2091240171375537,0.40620231628417613,18.327907180786134,18.696199417114258,18.84243211746216,18.511691131591796,16.880572357177734,58.85135265465995,0.022091240171375537,0.0485448990850491,0.05373864486775326,0.08504941596275009,14.456681471604567,0.34495883862972465,4041360.0,0.0009615151162061242,-0.040994959660838215,0.08550563634689112,9229400010.50238,0.8065542262083703
