,Actual_Close,Predicted_Close
2020-11-02,31.519493103027344,
2020-11-03,31.744728088378903,
2020-11-04,32.72014236450195,
2020-11-05,34.17744064331055,
2020-11-06,34.15501022338867,
2020-11-09,33.699161529541016,
2020-11-10,32.58553695678711,
2020-11-11,33.73325729370117,
2020-11-12,33.21996307373047,
2020-11-13,33.51609420776367,
2020-11-16,34.17206954956055,
2020-11-17,34.15321350097656,
2020-11-18,34.15501022338867,
2020-11-19,34.4879264831543,
2020-11-20,34.3982048034668,
2020-11-23,34.727535247802734,
2020-11-24,35.19683837890625,
2020-11-25,35.07121658325195,
2020-11-27,35.44092559814453,
2020-11-30,36.03586196899414,
2020-12-01,36.30418014526367,
2020-12-02,36.228797912597656,
2020-12-03,35.87613296508789,
2020-12-04,36.942195892333984,
2020-12-07,37.76865005493164,
2020-12-08,37.99477767944336,
2020-12-09,37.34959030151367,
2020-12-10,36.79501724243164,
2020-12-11,36.41633987426758,
2020-12-14,36.95296096801758,
2020-12-15,37.51469802856445,
2020-12-16,38.12848663330078,
2020-12-17,38.23616790771485,
2020-12-18,39.32760620117188,
2020-12-21,38.81355285644531,
2020-12-22,39.19546127319336,
2020-12-23,38.50404739379883,
2020-12-24,39.04704666137695,
2020-12-28,39.085052490234375,
2020-12-29,38.82803726196289,
2020-12-30,39.352027893066406,
2020-12-31,39.62534713745117,
2021-01-04,38.48232269287109,
2021-01-05,38.74297332763672,
2021-01-06,38.50404739379883,
2021-01-07,40.12672424316406,
2021-01-08,40.33034133911133,
2021-01-11,40.3411979675293,
2021-01-12,40.66970443725586,
2021-01-13,40.83441925048828,
2021-01-14,40.91225051879883,
2021-01-15,40.34933471679688,
2021-01-19,41.56385040283203,
2021-01-20,41.800052642822266,
2021-01-21,42.24711608886719,
2021-01-22,42.084232330322266,
2021-01-25,42.06340408325195,
2021-01-26,41.98015213012695,
2021-01-27,40.24526977539063,
2021-01-28,40.88238525390625,
2021-01-29,40.77015686035156,
2021-02-01,42.23988342285156,
2021-02-02,43.15754699707031,
2021-02-03,42.099605560302734,
2021-02-04,42.5919303894043,
2021-02-05,42.17380905151367,
2021-02-08,42.779258728027344,
2021-02-09,42.95392990112305,
2021-02-10,42.539432525634766,
2021-02-11,43.294212341308594,
2021-02-12,44.01187133789063,
2021-02-16,44.26617050170898,
2021-02-17,43.664344787597656,
2021-02-18,43.73493957519531,
2021-02-19,44.341285705566406,
2021-02-22,43.11048889160156,
2021-02-23,42.70685195922852,
2021-02-24,43.51954650878906,
2021-02-25,41.37288665771485,
2021-02-26,42.52315521240234,
2021-03-01,44.30690383911133,
2021-03-02,43.48605728149414,
2021-03-03,41.90684509277344,
2021-03-04,40.14480972290039,
2021-03-05,40.73758316040039,
2021-03-08,38.123043060302734,
2021-03-09,40.14570999145508,
2021-03-10,39.60181427001953,
2021-03-11,41.05885314941406,
2021-03-12,40.83080673217773,
2021-03-15,42.60459899902344,
2021-03-16,43.27519989013672,
2021-03-17,43.76481246948242,
2021-03-18,42.005496978759766,
2021-03-19,43.274169921875,
2021-03-22,43.34897232055664,
2021-03-23,42.32563018798828,
2021-03-24,41.70632553100586,
2021-03-25,42.11037826538086,
2021-03-26,43.96553039550781,
2021-03-29,43.10635757446289,
2021-03-30,41.60508728027344,
2021-03-31,42.28914260864258,
2021-04-01,43.41007995605469,
2021-04-05,44.55290222167969,
2021-04-06,44.132442474365234,
2021-04-07,44.00384140014648,
2021-04-08,44.27928161621094,
2021-04-09,44.24370956420898,
2021-04-12,44.11419677734375,
2021-04-13,44.23185348510742,
